OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Disability_Population_Total_Civilian_Noninstitutionalized,Disability_Population_Total_Under18_Civilian_Noninstitutionalize,Disability_TCNPop_With_A_Disability,Percent_Disability_TCNPop_With_A_Disability,Disability_Population_TCNPop_Age_Under_5,Disability_TCNPop_AgeUnder5_With_A_Disability,Percent_Disability_TCNPop_AgeUnder5_With_A_Disability,Disability_Population_TCNPop_Age5to17,Disability_TCNPop_Age5to17_With_A_Disability,Percent_Disability_TCNPop_Age5to17_With_A_Disability,Disability_Population_TCNPop_Age0to17,Disability_TCNPopAge0to17_With_A_Disability,Percent_Disability_TCNPop_Age0to17_With_A_Disability,Disability_TCNPop_With_A_Hearing_Difficulty,Percent_Disability_TCNPop_With_A_Hearing_Difficulty,Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Disability_TCNPop_With_A_Vision_Difficulty,Percent_Disability_TCNPop_With_A_Vision_Difficulty,Disability_TCNPop_With_A_Vision_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Vision_Difficulty_Under18,Disability_Population_TCNPop_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Disability_Population_TCNPop_Age_Over_17,Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty,Percent_Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty
1125,08005087100,"Census Tract 871, Arapahoe County, Colorado",08005087100,ARAPAHOE,2713,7139.5,2713,619,469,17.3,341,0,0,278,32,11.5,619,31,5.8,182,6.7,5,0.8,88,3.2,5,0.8,2372,174,7.3,32,11.5,259,10.9,5,1.8,102,4.3,0,0,2094,180,8.6
1126,08005007301,"Census Tract 73.01, Arapahoe County, Colorado",08005007301,ARAPAHOE,2485,7530.3,2475,662,306,12.4,167,0,0,495,22,4.4,662,27,4.8,94,3.8,12,1.8,44,1.8,0,0,2308,101,4.4,10,2,119,5.2,0,0,15,0.6,10,2,1813,75,4.1
1127,08005006100,"Census Tract 61, Arapahoe County, Colorado",08005006100,ARAPAHOE,2962,6731.8,2898,390,399,13.8,105,0,0,285,12,4.2,390,10,2.2,123,4.2,0,0,59,2,0,0,2793,207,7.4,12,4.2,175,6.3,0,0,100,3.6,0,0,2508,144,5.7
1128,08005006300,"Census Tract 63, Arapahoe County, Colorado",08005006300,ARAPAHOE,2611,5222,2601,382,324,12.5,233,0,0,149,0,0,382,0,0,104,4,0,0,18,0.7,0,0,2368,119,5,0,0,185,7.8,0,0,102,4.3,0,0,2219,128,5.8
1129,08005006706,"Census Tract 67.06, Arapahoe County, Colorado",08005006706,ARAPAHOE,5134,5901.1,5124,1392,317,6.2,267,0,0,1125,34,3,1392,29,2.2,119,2.3,7,0.5,90,1.8,27,1.9,4857,51,1.1,9,0.8,73,1.5,9,0.8,21,0.4,9,0.8,3732,111,3
1130,08005006200,"Census Tract 62, Arapahoe County, Colorado",08005006200,ARAPAHOE,3305,3442.7,3305,617,336,10.2,159,0,0,458,10,2.2,617,12,1.9,57,1.7,0,0,22,0.7,0,0,3146,151,4.8,10,2.2,155,4.9,0,0,8,0.3,0,0,2688,132,4.9
1131,08005005952,"Census Tract 59.52, Arapahoe County, Colorado",08005005952,ARAPAHOE,3692,9466.7,3677,735,317,8.6,291,0,0,444,36,8.1,735,24,3.7,57,1.6,0,0,43,1.2,0,0,3386,112,3.3,32,7.2,111,3.3,0,0,57,1.7,9,2,2942,116,3.9
1132,08005005951,"Census Tract 59.51, Arapahoe County, Colorado",08005005951,ARAPAHOE,4303,7823.6,4099,617,907,22.1,241,0,0,376,25,6.6,617,41,5.3,191,4.7,0,0,109,2.7,0,0,3858,270,7,25,6.6,528,13.7,0,0,185,4.8,0,0,3482,500,14.4
1133,08005005800,"Census Tract 58, Arapahoe County, Colorado",08005005800,ARAPAHOE,2633,5602.1,2633,490,228,8.7,270,0,0,220,16,7.3,490,0,0,59,2.2,0,0,15,0.6,0,0,2363,68,2.9,16,7.3,155,6.6,0,0,22,0.9,0,0,2143,70,3.3
1134,08005005612,"Census Tract 56.12, Arapahoe County, Colorado",08005005612,ARAPAHOE,3828,2552,3789,819,299,7.9,180,0,0,639,0,0,819,19,2.1,84,2.2,0,0,43,1.1,0,0,3609,102,2.8,0,0,113,3.1,0,0,29,0.8,0,0,2970,78,2.6
1135,08005006400,"Census Tract 64, Arapahoe County, Colorado",08005006400,ARAPAHOE,3395,3772.2,3277,635,431,13.2,229,0,0,406,25,6.2,635,18,2.9,121,3.7,0,0,93,2.8,16,2.5,3048,241,7.9,25,6.2,248,8.1,16,3.9,100,3.3,0,0,2642,215,8.1
1136,08005006000,"Census Tract 60, Arapahoe County, Colorado",08005006000,ARAPAHOE,2626,2652.5,2626,395,490,18.7,218,0,0,177,0,0,395,0,0,186,7.1,0,0,80,3,0,0,2408,169,7,0,0,269,11.2,0,0,71,2.9,0,0,2231,134,6
1137,08041000301,"Census Tract 3.01, El Paso County, Colorado",08041000301,EL PASO,3211,4522.5,3113,573,505,16.2,128,0,0,445,9,2,573,8,1.7,154,4.9,0,0,63,2,0,0,2985,230,7.7,9,2,265,8.9,0,0,26,0.9,9,2,2540,198,7.8
1138,08041000203,"Census Tract 2.03, El Paso County, Colorado",08041000203,EL PASO,4289,4164.1,4281,717,449,10.5,227,0,0,490,21,4.3,717,15,2.2,115,2.7,0,0,70,1.6,0,0,4054,194,4.8,21,4.3,227,5.6,0,0,103,2.5,0,0,3564,158,4.4
1139,08005080500,"Census Tract 805, Arapahoe County, Colorado",08005080500,ARAPAHOE,3593,7332.7,3575,487,505,14.1,164,0,0,323,11,3.4,487,7,1.4,214,6,0,0,52,1.5,0,0,3411,206,6,11,3.4,196,5.7,0,0,27,0.8,0,0,3088,107,3.5
1140,08005083000,"Census Tract 830, Arapahoe County, Colorado",08005083000,ARAPAHOE,3563,899.7,3526,838,211,6,204,0,0,634,0,0,838,0,0,88,2.5,0,0,40,1.1,0,0,3322,72,2.2,0,0,145,4.4,0,0,31,0.9,0,0,2688,72,2.7
1141,08005083200,"Census Tract 832, Arapahoe County, Colorado",08005083200,ARAPAHOE,9092,4591.9,9028,3050,476,5.3,749,0,0,2301,51,2.2,3050,64,2.1,115,1.3,0,0,87,1,0,0,8279,140,1.7,15,0.7,198,2.4,0,0,70,0.8,36,1.6,5978,56,0.9
1142,08005085900,"Census Tract 859, Arapahoe County, Colorado",08005085900,ARAPAHOE,4875,2693.4,4865,1684,284,5.8,380,0,0,1304,34,2.6,1684,31,2.1,66,1.4,0,0,12,0.2,0,0,4485,81,1.8,34,2.6,159,3.5,7,0.5,56,1.2,7,0.5,3181,118,3.7
1143,08005006855,"Census Tract 68.55, Arapahoe County, Colorado",08005006855,ARAPAHOE,5667,1876.5,5667,1627,311,5.5,242,0,0,1385,45,3.2,1627,40,2.5,100,1.8,0,0,35,0.6,11,0.7,5425,116,2.1,24,1.7,75,1.4,10,0.7,61,1.1,24,1.7,4040,105,2.6
1144,08005086400,"Census Tract 864, Arapahoe County, Colorado",08005086400,ARAPAHOE,2103,674,2103,515,107,5.1,141,0,0,374,12,3.2,515,11,2.2,60,2.9,6,1.2,8,0.4,0,0,1962,17,0.9,6,1.6,47,2.4,0,0,18,0.9,6,1.6,1588,38,2.4
1145,08005086700,"Census Tract 867, Arapahoe County, Colorado",08005086700,ARAPAHOE,4735,2014.9,4735,1789,137,2.9,405,0,0,1384,8,0.6,1789,4,0.3,74,1.6,8,0.4,8,0.2,0,0,4330,32,0.7,0,0,24,0.6,0,0,29,0.7,0,0,2946,54,1.8
1146,08005007103,"Census Tract 71.03, Arapahoe County, Colorado",08005007103,ARAPAHOE,1585,24.8,1585,303,251,15.8,52,0,0,251,11,4.4,303,9,3.2,113,7.1,0,0,61,3.8,0,0,1533,108,7,6,2.4,96,6.3,5,2,35,2.3,0,0,1282,88,6.9
1147,08005005700,"Census Tract 57, Arapahoe County, Colorado",08005005700,ARAPAHOE,3634,4129.5,3634,489,408,11.2,125,0,0,364,10,2.7,489,4,0.9,137,3.8,0,0,74,2,0,0,3509,143,4.1,10,2.7,193,5.5,0,0,11,0.3,0,0,3145,135,4.3
1148,08005005622,"Census Tract 56.22, Arapahoe County, Colorado",08005005622,ARAPAHOE,2421,1048.1,2421,562,194,8,92,0,0,470,39,8.3,562,30,5.7,56,2.3,0,0,32,1.3,6,1.1,2329,72,3.1,8,1.7,95,4.1,16,3.4,38,1.6,0,0,1859,51,2.7
1149,08005005611,"Census Tract 56.11, Arapahoe County, Colorado",08005005611,ARAPAHOE,5014,3234.8,5004,1074,572,11.4,200,0,0,874,9,1,1074,9,0.7,258,5.2,9,0.8,107,2.1,0,0,4804,176,3.7,0,0,280,5.8,0,0,131,2.7,0,0,3930,252,6.4
1150,08005007400,"Census Tract 74, Arapahoe County, Colorado",08005007400,ARAPAHOE,5487,7316,5487,1684,518,9.4,401,0,0,1283,25,1.9,1684,41,2.1,121,2.2,0,0,125,2.3,0,0,5086,186,3.7,25,1.9,318,6.3,0,0,91,1.8,0,0,3803,252,6.6
1151,08005005553,"Census Tract 55.53, Arapahoe County, Colorado",08005005553,ARAPAHOE,3972,4271,3972,976,421,10.6,394,0,0,582,14,2.4,976,73,8.1,124,3.1,0,0,117,2.9,0,0,3578,109,3,0,0,172,4.8,0,0,26,0.7,14,2.4,2996,60,2
1152,08005005626,"Census Tract 56.26, Arapahoe County, Colorado",08005005626,ARAPAHOE,3635,4660.3,3635,722,383,10.5,112,0,0,610,21,3.4,722,26,3.1,125,3.4,0,0,101,2.8,21,2.9,3523,93,2.6,11,1.8,161,4.6,0,0,56,1.6,0,0,2913,95,3.3
1153,08005007600,"Census Tract 76, Arapahoe County, Colorado",08005007600,ARAPAHOE,3646,7149,3633,925,460,12.7,341,0,0,584,63,10.8,925,40,5,137,3.8,0,0,106,2.9,33,3.6,3292,146,4.4,30,5.1,220,6.7,10,1.7,71,2.2,10,1.7,2708,114,4.2
1154,08041000202,"Census Tract 2.02, El Paso County, Colorado",08041000202,EL PASO,4577,4317.9,4537,1055,627,13.8,215,25,11.6,840,54,6.4,1055,69,6.4,256,5.6,25,2.4,29,0.6,0,0,4322,263,6.1,54,6.4,275,6.4,45,5.4,100,2.3,45,5.4,3482,170,4.9
1155,08041007900,"Census Tract 79, El Paso County, Colorado",08041007900,EL PASO,2519,1071.9,2506,264,219,8.7,78,0,0,186,0,0,264,0,0,134,5.3,0,0,18,0.7,0,0,2428,28,1.2,0,0,92,3.8,0,0,0,0,0,0,2242,44,2
1156,08041000102,"Census Tract 1.02, El Paso County, Colorado",08041000102,EL PASO,3599,5712.7,3586,744,688,19.2,160,0,0,584,80,13.7,744,49,6.2,193,5.4,0,0,120,3.3,27,3.6,3426,223,6.5,65,11.1,306,8.9,13,2.2,82,2.4,12,2.1,2842,188,6.6
1157,08041004701,"Census Tract 47.01, El Paso County, Colorado",08041004701,EL PASO,5057,5746.6,5057,1068,554,11,229,14,6.1,839,6,0.7,1068,38,3.4,218,4.3,6,0.6,96,1.9,14,1.3,4828,120,2.5,0,0,266,5.5,0,0,56,1.2,0,0,3989,108,2.7
1158,08041005501,"Census Tract 55.01, El Paso County, Colorado",08041005501,EL PASO,4700,3587.8,4631,1055,547,11.8,297,18,6.1,758,27,3.6,1055,35,3.3,228,4.9,18,1.7,61,1.3,0,0,4334,251,5.8,22,2.9,247,5.7,5,0.7,110,2.5,8,1.1,3576,225,6.3
1159,08041004901,"Census Tract 49.01, El Paso County, Colorado",08041004901,EL PASO,3813,5777.3,3784,998,327,8.6,192,0,0,806,20,2.5,998,22,2.1,105,2.8,12,1.2,52,1.4,0,0,3592,101,2.8,8,1,181,5,0,0,20,0.6,0,0,2786,64,2.3
1160,08041004902,"Census Tract 49.02, El Paso County, Colorado",08041004902,EL PASO,5978,3783.5,5910,1301,613,10.4,328,0,0,973,21,2.2,1301,17,1.4,293,5,0,0,141,2.4,0,0,5582,99,1.8,8,0.8,214,3.8,13,1.3,52,0.9,13,1.3,4609,93,2
1161,08041004501,"Census Tract 45.01, El Paso County, Colorado",08041004501,EL PASO,4729,902.5,4257,1312,658,15.5,304,10,3.3,1008,43,4.3,1312,56,6.3,176,4.1,10,0.8,99,2.3,27,2.1,3953,240,6.1,43,4.3,379,9.6,0,0,65,1.6,0,0,2945,218,7.4
1162,08041004008,"Census Tract 40.08, El Paso County, Colorado",08041004008,EL PASO,3030,195.6,2187,1157,200,9.1,608,24,3.9,549,64,11.7,1157,64,6.5,36,1.6,0,0,64,2.9,30,2.6,1579,92,5.8,58,10.6,16,1,0,0,0,0,0,0,1030,16,1.6
1163,08041007000,"Census Tract 70, El Paso County, Colorado",08041007000,EL PASO,4060,2000,3982,1021,345,8.7,212,0,0,809,40,4.9,1021,53,5,92,2.3,9,0.9,50,1.3,0,0,3770,179,4.7,40,4.9,136,3.6,0,0,23,0.6,8,1,2961,32,1.1
1164,08041003702,"Census Tract 37.02, El Paso County, Colorado",08041003702,EL PASO,5087,2518.3,4945,1115,488,9.9,149,0,0,966,74,7.7,1115,82,7.9,177,3.6,8,0.7,31,0.6,0,0,4796,211,4.4,56,5.8,221,4.6,17,1.8,101,2.1,27,2.8,3830,163,4.3
1165,08041002800,"Census Tract 28, El Paso County, Colorado",08041002800,EL PASO,6113,2144.9,5515,1341,929,16.8,439,0,0,902,177,19.6,1341,164,10.9,264,4.8,33,2.5,128,2.3,0,0,5076,493,9.7,144,16,318,6.3,0,0,66,1.3,0,0,4174,349,8.4
1166,08041001301,"Census Tract 13.01, El Paso County, Colorado",08041001301,EL PASO,2143,4202,2068,249,415,20.1,62,0,0,187,0,0,249,0,0,148,7.2,0,0,80,3.9,0,0,2006,211,10.5,0,0,141,7,0,0,37,1.8,0,0,1819,132,7.3
1167,08041003902,"Census Tract 39.02, El Paso County, Colorado",08041003902,EL PASO,12304,302.5,11759,3946,1093,9.3,812,0,0,3134,109,3.5,3946,77,2,414,3.5,27,0.7,87,0.7,0,0,10947,478,4.4,82,2.6,406,3.7,0,0,155,1.4,0,0,7813,224,2.9
1168,08041007300,"Census Tract 73, El Paso County, Colorado",08041007300,EL PASO,10403,698.2,10285,3079,685,6.7,606,0,0,2473,49,2,3079,31,1.1,281,2.7,16,0.5,27,0.3,16,0.5,9679,372,3.8,49,2,219,2.3,0,0,143,1.5,19,0.8,7206,210,2.9
1169,08005083700,"Census Tract 837, Arapahoe County, Colorado",08005083700,ARAPAHOE,4311,2395,4183,969,307,7.3,276,0,0,693,22,3.2,969,17,1.6,107,2.6,0,0,65,1.6,8,0.8,3907,101,2.6,14,2,171,4.4,0,0,65,1.7,0,0,3214,162,5
1170,08005086100,"Census Tract 861, Arapahoe County, Colorado",08005086100,ARAPAHOE,4804,6580.8,4794,1547,380,7.9,306,8,2.6,1241,54,4.4,1547,44,2.8,43,0.9,8,0.5,70,1.5,0,0,4488,151,3.4,54,4.4,172,3.8,31,2.5,72,1.6,38,3.1,3247,109,3.4
1171,08005007107,"Census Tract 71.07, Arapahoe County, Colorado",08005007107,ARAPAHOE,8660,1589,8591,3042,384,4.5,802,0,0,2240,66,2.9,3042,17,0.6,87,1,0,0,36,0.4,0,0,7789,164,2.1,66,2.9,186,2.4,0,0,17,0.2,0,0,5549,100,1.8
1172,08005085100,"Census Tract 851, Arapahoe County, Colorado",08005085100,ARAPAHOE,6920,4805.6,6920,2264,309,4.5,360,0,0,1904,68,3.6,2264,23,1,48,0.7,29,1.3,27,0.4,14,0.6,6560,121,1.8,37,1.9,157,2.4,6,0.3,31,0.5,6,0.3,4656,100,2.1
1173,08005085600,"Census Tract 856, Arapahoe County, Colorado",08005085600,ARAPAHOE,3317,6769.4,3317,1001,166,5,238,0,0,763,29,3.8,1001,56,5.8,46,1.4,0,0,19,0.6,0,0,3079,69,2.2,22,2.9,81,2.6,0,0,17,0.6,7,0.9,2316,53,2.3
1174,08005085500,"Census Tract 855, Arapahoe County, Colorado",08005085500,ARAPAHOE,5581,6644,5581,1384,469,8.4,277,20,7.2,1107,32,2.9,1384,22,1.6,126,2.3,9,0.7,100,1.8,11,0.8,5304,146,2.8,32,2.9,193,3.6,0,0,78,1.5,0,0,4197,192,4.6
1175,08005087000,"Census Tract 870, Arapahoe County, Colorado",08005087000,ARAPAHOE,5090,13756.8,5090,820,448,8.8,403,0,0,417,0,0,820,0,0,102,2,0,0,75,1.5,0,0,4687,298,6.4,0,0,206,4.4,0,0,172,3.7,0,0,4270,232,5.4
1176,08005086800,"Census Tract 868, Arapahoe County, Colorado",08005086800,ARAPAHOE,7062,10700,7062,1491,553,7.8,525,18,3.4,966,14,1.4,1491,31,1.8,195,2.8,32,2.1,154,2.2,0,0,6537,151,2.3,0,0,329,5,0,0,120,1.8,0,0,5571,214,3.8
1177,08005005551,"Census Tract 55.51, Arapahoe County, Colorado",08005005551,ARAPAHOE,3506,2897.5,3467,745,331,9.5,235,0,0,510,18,3.5,745,21,2.7,66,1.9,0,0,21,0.6,0,0,3232,87,2.7,18,3.5,192,5.9,0,0,73,2.3,10,2,2722,147,5.4
1178,08005007702,"Census Tract 77.02, Arapahoe County, Colorado",08005007702,ARAPAHOE,4260,3981.3,4252,1040,443,10.4,371,0,0,669,41,6.1,1040,34,3.7,194,4.6,15,1.4,148,3.5,15,1.4,3881,123,3.2,15,2.2,284,7.3,41,6.1,171,4.4,22,3.3,3212,140,4.4
